,Store,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,StoreType_b,StoreType_c,StoreType_d
510,511,1,2060.0,9.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
511,512,2,590.0,9.0,2013.0,1,5.0,2013.0,"Mar,Jun,Sept,Dec",1.0,0.0,0.0
512,513,1,400.0,8.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
513,514,3,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
514,515,3,11260.0,9.0,2013.0,1,9.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
515,516,3,20.0,9.0,2013.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
516,517,3,22490.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
517,518,3,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
518,519,3,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
519,520,3,6900.0,9.0,2013.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
520,521,1,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
521,522,3,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
522,523,3,50.0,11.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
523,524,3,40860.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
524,525,3,1870.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
525,526,1,120.0,9.0,2013.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
526,527,3,5830.0,4.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
527,528,3,20620.0,9.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
528,529,3,12920.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
529,530,3,18160.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
530,531,3,4030.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
531,532,3,1070.0,8.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
532,533,3,5950.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
533,534,1,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
534,535,1,3570.0,4.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
535,536,3,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
536,537,1,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
537,538,1,990.0,2.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
538,539,1,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
539,540,3,810.0,9.0,2013.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
540,541,3,650.0,7.0,1990.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
541,542,1,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
542,543,1,1080.0,12.0,2012.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
543,544,1,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
544,545,3,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
545,546,1,580.0,1.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
546,547,3,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
547,548,3,3760.0,2.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
548,549,3,2330.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
549,550,3,50.0,6.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
550,551,3,2190.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
551,552,1,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
552,553,1,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
553,554,3,1200.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
554,555,1,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
555,556,3,1140.0,11.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
556,557,1,250.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
557,558,1,3000.0,2.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
558,559,1,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
559,560,3,1910.0,7.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
560,561,1,14300.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
561,562,3,1210.0,9.0,2013.0,0,0.0,0.0,NotApplicable,1.0,0.0,0.0
562,563,1,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
563,564,3,6540.0,9.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
564,565,3,160.0,7.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
565,566,1,3620.0,9.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
566,567,1,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0.0,1.0,0.0
567,568,3,4270.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
568,569,1,1340.0,9.0,2006.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
569,570,1,180.0,11.0,2006.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
570,571,1,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
571,572,3,9230.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
572,573,1,1190.0,11.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
573,574,1,4400.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
574,575,1,960.0,5.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
575,576,1,50.0,11.0,2006.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
576,577,3,2270.0,9.0,2013.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
577,578,1,12700.0,4.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
578,579,1,20970.0,11.0,2012.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
579,580,3,170.0,2.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
580,581,1,7250.0,12.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
581,582,1,120.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
582,583,1,2640.0,11.0,2002.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
583,584,1,1360.0,9.0,2013.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
584,585,3,440.0,4.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
585,586,3,250.0,10.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
586,587,3,330.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
587,588,3,15720.0,3.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
588,589,3,360.0,9.0,2013.0,1,18.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
589,590,3,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
590,591,3,3340.0,9.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
591,592,1,2540.0,6.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
592,593,3,33060.0,3.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
593,594,1,1790.0,10.0,2011.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
594,595,3,1130.0,6.0,2015.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
595,596,1,290.0,9.0,2006.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
596,597,1,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
597,598,1,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
598,599,3,580.0,11.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
599,600,3,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
600,601,1,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
601,602,1,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
602,603,1,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
603,604,1,10950.0,3.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
604,605,1,10310.0,4.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
605,606,1,2260.0,11.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
606,607,1,350.0,8.0,1999.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
607,608,3,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
608,609,1,2070.0,9.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
609,610,1,660.0,1.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
610,611,1,8080.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
611,612,3,2490.0,11.0,2012.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
612,613,1,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
613,614,1,1160.0,12.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
614,615,1,730.0,8.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
615,616,3,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
616,617,3,8940.0,9.0,2013.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
617,618,3,9910.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
618,619,1,1600.0,6.0,2006.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
619,620,3,5440.0,9.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
620,621,1,30.0,7.0,2002.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
621,622,3,2325.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
622,623,1,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
623,624,3,6920.0,9.0,2011.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
624,625,1,1170.0,4.0,2011.0,1,22.0,2012.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
625,626,3,10740.0,11.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
626,627,3,3970.0,3.0,2010.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
627,628,3,2180.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
628,629,1,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
629,630,1,1690.0,4.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
630,631,3,2870.0,9.0,2013.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
631,632,1,3350.0,2.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
632,633,1,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
633,634,1,18610.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
634,635,1,27530.0,4.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
635,636,1,720.0,10.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
636,637,3,9790.0,9.0,2013.0,1,31.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
637,638,1,10170.0,11.0,2001.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
638,639,1,7780.0,11.0,2006.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
639,640,3,8040.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
640,641,3,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
641,642,3,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
642,643,1,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
643,644,1,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
644,645,1,90.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
645,646,1,620.0,9.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
646,647,3,7420.0,4.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
647,648,1,2130.0,12.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
648,649,1,14570.0,11.0,2002.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
649,650,1,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
650,651,1,200.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
651,652,1,20390.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
652,653,3,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
653,654,1,6930.0,9.0,2006.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
654,655,3,960.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
655,656,1,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
656,657,3,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
657,658,3,520.0,9.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
658,659,1,1590.0,3.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
659,660,1,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
660,661,3,2140.0,7.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
661,662,1,1070.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
662,663,3,7860.0,5.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
663,664,3,1680.0,10.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
664,665,1,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
665,666,3,2700.0,9.0,2013.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
666,667,3,2870.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
667,668,1,1270.0,9.0,2010.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
668,669,1,17080.0,7.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
669,670,1,2060.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
670,671,3,2070.0,2.0,2008.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
671,672,1,240.0,9.0,2002.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
672,673,3,15170.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
673,674,1,2640.0,12.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
674,675,1,2100.0,8.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
675,676,2,1410.0,9.0,2008.0,0,0.0,0.0,NotApplicable,1.0,0.0,0.0
676,677,1,1740.0,6.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
677,678,1,3250.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
678,679,1,4140.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
679,680,1,170.0,9.0,2013.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
680,681,3,620.0,9.0,2013.0,1,1.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
681,682,1,150.0,9.0,2006.0,0,0.0,0.0,NotApplicable,1.0,0.0,0.0
682,683,1,2850.0,7.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
683,684,3,680.0,9.0,2013.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
684,685,1,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
685,686,1,20050.0,4.0,2002.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
686,687,3,2770.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
687,688,1,18760.0,8.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
688,689,1,15040.0,10.0,2004.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
689,690,1,100.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
690,691,3,3030.0,9.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
691,692,1,40.0,8.0,2001.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
692,693,1,450.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
693,694,3,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
694,695,1,550.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
695,696,3,430.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
696,697,1,3780.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
697,698,1,1790.0,5.0,2011.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
698,699,1,180.0,9.0,2013.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
699,700,3,830.0,9.0,2013.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
700,701,1,1450.0,3.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
701,702,1,8550.0,9.0,2001.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
702,703,1,80.0,6.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
703,704,3,1910.0,4.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
704,705,1,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
705,706,1,7830.0,9.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
706,707,3,2900.0,7.0,1990.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
707,708,3,11470.0,10.0,2009.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
708,709,1,500.0,12.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
709,710,1,1500.0,9.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
710,711,1,17110.0,3.0,2007.0,1,5.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
711,712,1,4870.0,9.0,2007.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
712,713,3,220.0,9.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
713,714,3,12070.0,10.0,2005.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
714,715,1,14810.0,6.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
715,716,1,3200.0,1.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
716,717,3,310.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
717,718,1,1100.0,6.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
718,719,3,8190.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,1.0,0.0
719,720,3,15320.0,3.0,2011.0,1,14.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
720,721,3,3590.0,9.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
721,722,1,50.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
722,723,3,5650.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
723,724,3,5900.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
724,725,3,17540.0,6.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
725,726,3,40540.0,2.0,2002.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
726,727,1,2050.0,3.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
727,728,1,13990.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
728,729,3,8980.0,6.0,2011.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
729,730,1,1190.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
730,731,1,15270.0,9.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
731,732,3,35280.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
732,733,2,860.0,10.0,1999.0,0,0.0,0.0,NotApplicable,1.0,0.0,0.0
733,734,1,220.0,9.0,2013.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
734,735,3,1920.0,4.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
735,736,3,1650.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
736,737,1,100.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
737,738,3,5980.0,10.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
738,739,3,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
739,740,1,6400.0,3.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
740,741,3,11900.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
741,742,3,4380.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
742,743,1,6710.0,11.0,2003.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
743,744,1,1370.0,12.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
744,745,1,17650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
745,746,3,4330.0,2.0,2011.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
746,747,3,45740.0,8.0,2008.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
747,748,1,2380.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
748,749,1,3410.0,8.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
749,750,1,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
750,751,1,650.0,10.0,2006.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
751,752,1,970.0,3.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
752,753,3,540.0,11.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
753,754,3,380.0,5.0,2008.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
754,755,3,13130.0,12.0,2003.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
755,756,3,50.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
756,757,3,3450.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
757,758,3,19780.0,6.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
758,759,1,110.0,11.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
759,760,1,560.0,1.0,2011.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
760,761,1,2390.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
761,762,3,1280.0,9.0,2013.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
762,763,3,32240.0,3.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
763,764,3,26490.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
764,765,3,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
765,766,3,9820.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
